Responsible,Confirmed By,Confirmed At,External Case ID,Organization,Country,No. of Machines,Smartflow Last Event,Pleteo Last Event,Case Status,Investigation Status,Investigator
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4317855#1,Expertia S.A. De C.V.,El Salvador,1,2026-06-29,2024-08-31,Below Threshold,03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4432977#1,Blumaka,El Salvador,2,2026-07-13,2024-10-06,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4386724#1,Frio Aire S.A De C.V,El Salvador,1,2026-07-31,2024-11-20,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,2239697#1,Foex,El Salvador,2,2026-03-01,2024-07-11,Below Threshold,03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,2268872#1,TecMedic,El Salvador,2,2026-07-09,2024-11-27,Below Threshold,03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4449771#1,Aluminio De El Salvador S.A.,El Salvador,2,2026-07-28,2025-04-10,Below Threshold,03. Investigator - Disqualified (Data),Maila Dawat
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4378590#1,Hernandez Hermanos,El Salvador,2,2026-06-02,2025-03-24,Below Threshold,03. Investigator - Disqualified (Data),Monaliza Alpiz
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4435561#1,Digilife,El Salvador,1,2026-07-31,2025-05-30,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4327553#1,Trimsolutions,El Salvador,1,2026-08-01,2025-05-21,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4324810#1,"Catering, Ground &. Events",El Salvador,2,2026-07-30,2025-05-13,Below Threshold,03. Investigator - Disqualified (Data),Lorraine Aparejado
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,3566085#1,The Mullin Group - at Berkshire Hathaway HomeServices ...,El Salvador,1,2026-08-06,2025-05-27,Unqualified,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,1248926#1,Vasport,El Salvador,2,2026-08-05,2025-05-23,Below Threshold,03. Investigator - Disqualified (Data),Jill Garcia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,4404878#1,Orivas,El Salvador,1,2026-04-13,2025-03-07,Below Threshold,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,3884851#1,Vuairtravel,El Salvador,1,2025-12-25,2024-11-07,Aborted (Closed),03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,809089#1,Search by RC,El Salvador,1,2026-07-21,2025-06-05,Unqualified,03. Investigator - Disqualified (Data),Janette Iglesia
Luis Indriago,luisindriago@ruvixx.com,2026-08-11 22:06:42,1910702#1,AIRETEC,El Salvador,1,2026-07-07,2025-06-02,Below Threshold,03. Investigator - Disqualified (Data),Mariadelaida Suarez
