Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4668992#1,Cubesolutions,Argentina,1,30-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4609438#1,Lodelalo,Argentina,1,30-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4639781#1,Sancycles,Argentina,1,30-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4644288#1,Chilinypikin,Argentina,1,30-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4661072#1,Gaban,Argentina,1,29-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4553539#1,Tabureto,Argentina,1,29-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4477612#1,Kpilogistica,Peru,1,28-Aug-26,Unqualified,SketchUp 2024,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4663401#1,Quasarbtl,Peru,1,28-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4485737#1,Remaxaces,Peru,1,28-Aug-26,Unqualified,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4666762#1,Dioptrasoluciones,Peru,1,28-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4529492#1,BKMODULAR,Peru,1,28-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4525803#1,Enqadra,Peru,1,28-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4601449#1,Zagratosolucionessas,Colombia,1,27-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4668522#1,Oycingenieria,Colombia,1,27-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4599737#1,Asia-Pacific Economic Cooperation,Colombia,1,27-Aug-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4630888#1,Bascunan Yarur Jorge,Chile,1,27-Aug-26,Below Threshold,SketchUp Pro 2021,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4668151#1,Aj Global Proyectos Net,Colombia,2,26-Aug-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2022",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4667367#1,Murkstar,Chile,2,26-Aug-26,Below Threshold,"SketchUp 2025, SketchUp 2026, SketchUp Pro 2023",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4535173#1,Flare,Colombia,1,26-Aug-26,Unqualified,"SketchUp 2025, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4666522#1,Estudiolk,Chile,1,26-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-09-03 20:11:14,4666436#1,Colredes Comunicaciones S.A.S,Colombia,1,26-Aug-26,Below Threshold,SketchUp Pro 2018,Difference
