Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,3399884#1,CAFE QUINDIO S.A.S,Colombia,3,21-Aug-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2019",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,4531718#1,Mackey,Peru,41,21-Aug-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp 2026, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,4525444#1,Santader,Colombia,7,21-Aug-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,1070310#1,Guillermo Alcaino,Chile,3,21-Aug-26,Below Threshold,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2019, SketchUp Pro 2021",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,607203#1,Octavio Soto Y Emilio Soto Arquitectos Limitada,Chile,23,21-Aug-26,Unqualified,"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,1629630#1,Excemple,Peru,3,21-Aug-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,4361479#1,Optima,Peru,5,21-Aug-26,Unqualified,"SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,347113#1,"Chacra Victoria, Tomaval",Chile,5,21-Aug-26,Below Threshold,"SketchUp 2026, SketchUp Make 2016, SketchUp Pro 2016, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,185609#2,Rimac Seguros,Peru,52,21-Aug-26,Unqualified,"SketchUp 2026, SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
Jesus Ameneiro,jesus@ruvixx.com,2026-08-29 02:11:12,1827961#1,InventtoGroup,Colombia,14,21-Aug-26,Unqualified,"SketchUp 2024, SketchUp 2025, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022, SketchUp Pro 2023",Outdated
