Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,1431118#1,Jorge Martin Alan Lopez Calderon,Peru,4,12-Aug-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,2431670#1,asociacion colegio pestalozzi,Peru,3,12-Sep-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,956450#1,Delcor Fabricaciones S.A.C.,Peru,5,28-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,2489068#1,Colegio Inmaculado Coraz?n,Peru,7,25-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,3358563#1,Corporacion Educativa Columbia S.A.C.,Peru,8,24-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,495174#1,Institucion Educativa Privada Santa Ana De Ingenieria S.A.C,Peru,46,21-Aug-25,Aborted (Closed),"SketchUp Make 2017, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2020, SketchUp Pro 2021, SketchUp Pro 2022",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,689058#2,Perurail S.A.,Peru,3,18-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,672791#1,Hcs,Peru,5,03-Aug-25,Aborted (Closed),SketchUp Pro,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,4489344#1,Jlgsingenieros,Peru,3,02-Aug-25,Aborted (Closed),"SketchUp 2024, SketchUp Pro 2017, SketchUp Pro 2018, SketchUp Pro 2019, SketchUp Pro 2020, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-27 01:21:38,2381836#1,Escueladeaduanas,Peru,3,17-Jul-25,Aborted (Closed),SketchUp Pro,Difference
