Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4481064#1,Logistic,Guatemala,1,20-Jul-26,Below Threshold,SketchUp Pro 2019,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,3049743#1,Cooperativa UPA,Guatemala,1,12-Jul-26,Below Threshold,"SketchUp 2026, SketchUp Pro 2018, SketchUp Pro 2020",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4339574#1,Desarrolladorabloque,Guatemala,2,11-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4409993#1,Icaproyect,Guatemala,1,11-Jul-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,2174762#1,Mundo Avena Planta Amatitlan,Guatemala,1,09-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4465089#1,Almuerzos,Guatemala,1,08-Jul-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,1710118#1,Guatecompras,Guatemala,1,03-Jul-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2022",Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4492517#1,Cursosvirtuales,Costa Rica,1,29-Jun-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4468095#1,Dynamicelecusa,El Salvador,1,28-Jun-26,Below Threshold,SketchUp Pro 2022,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,3253843#1,Santein,El Salvador,1,26-Jun-26,Below Threshold,SketchUp Pro 2018,Outdated
Luis Indriago,luisindriago@ruvixx.com,2026-08-21 15:26:03,4417747#1,Grupocnk,El Salvador,2,23-Jun-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2022",Outdated
