Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4580448#1,Dipolsur,Peru,1,22-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4590464#1,Mishima,Argentina,1,21-Jul-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4548514#1,Marka Comunicaciones Graficas SA,Argentina,1,21-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4571037#1,Metrocúbico,Colombia,1,21-Jul-26,Unqualified,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4324938#1,Sparkyourresume,Colombia,2,21-Jul-26,Below Threshold,"SketchUp Pro 2022, SketchUp Pro 2023",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4583670#1,Evapl08,Peru,1,21-Jul-26,Below Threshold,"SketchUp 2024, SketchUp 2026",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4571523#1,Cclaire,Argentina,1,21-Jul-26,Below Threshold,"SketchUp Pro 2021, SketchUp Pro 2023",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4591281#1,Ceegroup,Colombia,1,21-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4657596#1,Matriz Estrategica De Servicios Integrad,Colombia,2,21-Jul-26,Below Threshold,SketchUp Pro 2021,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-07-24 19:33:55,4504015#1,Decopaneles,Peru,2,21-Jul-26,Below Threshold,"SketchUp 2025, SketchUp Pro 2023",Difference
