Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4536014#1,GRUPO INT,Peru,2,07-Aug-26,Below Threshold,"SketchUp 2025, SketchUp 2026",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4503473#1,Tangram,Peru,1,07-Aug-26,Below Threshold,SketchUp 2024,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4599116#1,Msasac,Peru,1,07-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4658540#1,YT+ ESTUDIO DE ARQUITECTURA,Peru,1,07-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4663826#1,Htti,Peru,1,07-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4570993#1,Fertilidadperu,Peru,1,07-Aug-26,Unqualified,"SketchUp Pro 2019, SketchUp Pro 2023",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,3898099#1,Outoclok,Peru,2,07-Aug-26,Below Threshold,"SketchUp 2024, SketchUp Pro 2018",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4489366#1,Lifearquitectos,Peru,1,07-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4498471#1,Dproyectos,Peru,1,07-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4564400#1,Dirroofing,Peru,2,07-Aug-26,Below Threshold,"SketchUp Pro 2019, SketchUp Pro 2022, SketchUp Pro 2023",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4663135#1,Coeneq,Colombia,1,03-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4630569#1,Listo Mundo Cerámico Calle 80,Colombia,1,03-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4658999#1,Dlarosse,Colombia,2,02-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4658005#1,Construtecnica,Colombia,1,31-Jul-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4651192#1,Velezycuello,Colombia,1,31-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4572604#1,Sinercom,Colombia,1,31-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4548118#1,IN SALONE,Colombia,1,31-Jul-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4662555#1,Ctlcompany,Colombia,1,31-Jul-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4651179#1,Arqinterior,Colombia,1,31-Jul-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4662541#1,Oca Tics S.A.S,Colombia,1,31-Jul-26,Below Threshold,SketchUp Pro 2021,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4655987#1,Electrogame,Chile,1,23-Jul-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4660396#1,Proyectagestion,Chile,1,23-Jul-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4660769#1,Daleyjo,Chile,1,23-Jul-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4660552#1,Mueveseguro,Chile,1,22-Jul-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4545190#1,Argest,Chile,1,11-Jul-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4566638#1,Bmv,Ecuador,2,25-Mar-26,Unqualified,"SketchUp 2026, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4604551#1,Fbgas,Ecuador,1,22-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4598492#1,Fatosla,Ecuador,1,19-Mar-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4608492#1,Cima,Ecuador,1,18-Mar-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4609516#1,ELICROM CIA LTDA,Ecuador,1,16-Mar-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4613909#1,Laquadra,Ecuador,1,13-Mar-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4613883#1,Cooperativa De Ahorro Y Credito La Merced Ltda,Ecuador,1,13-Mar-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4612569#1,BIOX Corporation,Ecuador,1,11-Mar-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4612550#1,Siatigroup,Ecuador,1,11-Mar-26,Aborted (Closed),SketchUp Pro 2018,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-11 01:40:02,4594272#1,Novax,Ecuador,1,04-Mar-26,Below Threshold,SketchUp 2026,Difference
