Responsible,Confirmed By,Confirmed At,Case ID,Organization Name,Country,No. ofMachines,Last Event,Case Status,Products,Type
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4666049#1,Proyectar360,Argentina,1,17-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4666056#1,Inversionesrosvar,Peru,1,17-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4622037#1,YouTube,Peru,1,16-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4553880#1,Epaustral,Chile,1,16-Aug-26,Aborted (Closed),SketchUp Make 2017,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4664734#1,Recolsa S.A.,Peru,1,16-Aug-26,Below Threshold,SketchUp Pro 2017,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4665999#1,Bdadenim,Paraguay,1,16-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4665902#1,Intitutomaxilofacial,Peru,1,16-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4603093#1,Nimbo,Chile,1,16-Aug-26,Unqualified,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4665878#1,Gyc,Ecuador,1,15-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4658723#1,Spm,Peru,2,15-Aug-26,Below Threshold,"SketchUp Pro 2017, SketchUp Pro 2021",Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4579779#1,Coarqchile,Chile,1,15-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4573397#1,Gabinetcenter,Chile,1,15-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4651394#1,Zurichpopular,Colombia,1,15-Aug-26,Below Threshold,SketchUp 2026,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4665867#1,Inbolsa,Bolivia,1,15-Aug-26,Below Threshold,SketchUp 2025,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4607590#1,Ospina Pantoja Wilmar Ferney,Colombia,1,14-Aug-26,Below Threshold,SketchUp Pro 2021,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4665653#1,Montecarlodesign,Colombia,1,14-Aug-26,Below Threshold,SketchUp Pro 2022,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4665712#1,Grupoforterra,Paraguay,1,14-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4655613#1,Errezdesign,Colombia,1,14-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
Jesus Ameneiro,jesus@ruvixx.com,2026-08-18 02:09:31,4570922#1,Ingeniumholding,Colombia,1,14-Aug-26,Below Threshold,SketchUp Pro 2023,Difference
